dim,mode_id,support_level,dim_id,owner_docs,coverage_status
topic,sd15-dreambooth,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,sd15-dreambooth,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,sd15-dreambooth,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,sd15-dreambooth,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sd15-dreambooth,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sd15-dreambooth,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,sd15-dreambooth,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,sdxl-finetune,first-class,t-data-prep,model-families/sdxl-full-finetune-guide.md,covered-by-mode-doc
topic,sdxl-finetune,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,sdxl-finetune,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-rank-alpha,external-channels/sd-scripts-config-reading.md;parameters/dim-alpha.md;external-channels/diffusers-lora-translation.md;external-channels/peft-adapter-taxonomy.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,sdxl-finetune,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,sdxl-finetune,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,sdxl-finetune,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,sdxl-finetune,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,sdxl-finetune,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sdxl-finetune,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,sdxl-finetune,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,sdxl-finetune,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,flux-lora,first-class,t-data-prep,model-families/flux-lora-workflow-guide.md,covered-by-mode-doc
topic,flux-lora,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,flux-lora,first-class,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,flux-lora,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,flux-lora,first-class,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,flux-lora,first-class,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,flux-lora,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,flux-lora,first-class,t-rank-alpha,external-channels/lycoris-upstream-boundaries.md,covered-by-mode-doc
topic,flux-lora,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,flux-lora,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,flux-lora,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,flux-lora,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,flux-lora,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,flux-lora,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,flux-lora,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,flux-lora,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,flux-lora,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,flux-lora,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,flux-lora,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,flux-lora,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,flux-lora,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,flux-lora,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,flux-lora,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,flux-lora,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,flux-lora,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,flux-lora,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,flux-lora,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,flux-lora,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,flux-lora,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,flux-lora,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,flux-lora,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,flux-lora,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,chroma-lora,first-class,t-data-prep,datasets/preparation-checklist.md;external-channels/onetrainer-comparison.md;external-channels/joycaption-caption-review.md;external-channels/kohya-gui-comparison.md;external-channels/captioning-blip-lavis-review.md;external-channels/dataset-ingestion-provenance.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/dataset-curation-datacomp.md;external-channels/instruction-editing-objective-boundary.md,covered-by-candidate
topic,chroma-lora,first-class,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,chroma-lora,first-class,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,chroma-lora,first-class,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,chroma-lora,first-class,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,chroma-lora,first-class,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,chroma-lora,first-class,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,chroma-lora,first-class,t-rank-alpha,external-channels/sd-scripts-config-reading.md;parameters/dim-alpha.md;external-channels/diffusers-lora-translation.md;external-channels/peft-adapter-taxonomy.md,covered-by-candidate
topic,chroma-lora,first-class,t-cache-precision,parameters/cache-precision-guide.md;parameters/batch-vram.md;external-channels/bitsandbytes-optimizer-context.md;external-channels/attention-memory-runtime.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,chroma-lora,first-class,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,chroma-lora,first-class,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,chroma-lora,first-class,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,chroma-lora,first-class,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,chroma-lora,first-class,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,chroma-lora,first-class,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,chroma-lora,first-class,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,chroma-lora,first-class,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,chroma-lora,first-class,d-style,directions/style-training.md,covered-by-candidate
direction,chroma-lora,first-class,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,chroma-lora,first-class,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,chroma-lora,first-class,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,chroma-lora,first-class,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,chroma-lora,first-class,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,chroma-lora,first-class,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,chroma-lora,first-class,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,chroma-lora,first-class,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,chroma-lora,first-class,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,chroma-lora,first-class,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,chroma-lora,first-class,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,chroma-lora,first-class,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,chroma-lora,first-class,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,chroma-lora,first-class,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,krea2-lora,conditional,t-data-prep,model-families/krea2-lora-musubi-guide.md,covered-by-mode-doc
topic,krea2-lora,conditional,t-caption-tag-trigger,datasets/caption-tag-trigger-strategy.md;captions/wd14-tagging-guide.md;external-channels/joycaption-caption-review.md;external-channels/captioning-blip-lavis-review.md,covered-by-candidate
topic,krea2-lora,conditional,t-regularization,datasets/regularization-images.md,covered-by-candidate
topic,krea2-lora,conditional,t-resolution-bucket,parameters/resolution-bucket.md;external-channels/dataset-visual-qa-fiftyone.md,covered-by-candidate
topic,krea2-lora,conditional,t-exposure-budget,parameters/exposure-budget-steps.md;parameters/batch-vram.md,covered-by-candidate
topic,krea2-lora,conditional,t-learning-rate,parameters/learning-rate.md,covered-by-formal
topic,krea2-lora,conditional,t-optimizer-scheduler,parameters/optimizer-scheduler-guide.md;parameters/learning-rate.md;external-channels/sd-scripts-config-reading.md;external-channels/bitsandbytes-optimizer-context.md,covered-by-candidate
topic,krea2-lora,conditional,t-rank-alpha,external-channels/sd-scripts-config-reading.md;parameters/dim-alpha.md;external-channels/diffusers-lora-translation.md;external-channels/peft-adapter-taxonomy.md,covered-by-candidate
topic,krea2-lora,conditional,t-cache-precision,external-channels/musubi-tuner-krea2-contract.md,covered-by-mode-doc
topic,krea2-lora,conditional,t-preview-evaluation,training/preview-sampling-evaluation.md;training/curve-reading-guide.md;external-channels/alternative-tooling-evidence.md;external-channels/onetrainer-comparison.md;external-channels/concept-sliders-research-channel.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,krea2-lora,conditional,t-checkpoint-selection,training/checkpoint-selection.md;training/curve-reading-guide.md;external-channels/clip-evaluation-boundaries.md,covered-by-candidate
topic,krea2-lora,conditional,t-troubleshooting,errors/oom-performance-playbook.md;errors/common-errors.md;external-channels/attention-memory-runtime.md;external-channels/dataset-visual-qa-fiftyone.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,krea2-lora,conditional,t-repro-publishing,training/repro-publishing-workflow.md;external-channels/diffusers-lora-translation.md;external-channels/alternative-tooling-evidence.md;external-channels/safetensors-checkpoint-metadata.md;external-channels/kohya-gui-comparison.md;external-channels/examples-config-translation.md;external-channels/dataset-ingestion-provenance.md;external-channels/pytorch-runtime-reproducibility.md,covered-by-candidate
topic,krea2-lora,conditional,t-evidence-rules,parameters/parameter-evidence-rules.md,covered-by-formal
topic,krea2-lora,conditional,t-external-model-reading,workflows/civitai-model-to-lora.md,covered-by-formal
topic,krea2-lora,conditional,t-update-channel,errors/managed-channel-updates.md,covered-by-formal
direction,krea2-lora,conditional,d-character,model-families/anima-character-case-v1.md,covered-by-candidate
direction,krea2-lora,conditional,d-style,directions/style-training.md,covered-by-candidate
direction,krea2-lora,conditional,d-subject-concept,directions/character-identity.md,covered-by-candidate
direction,krea2-lora,conditional,d-object-product,directions/object-product-concept.md,covered-by-candidate
direction,krea2-lora,conditional,d-clothing,directions/clothing-accessory.md,covered-by-candidate
direction,krea2-lora,conditional,d-visual-feature,directions/pose-expression-features.md,covered-by-candidate
direction,krea2-lora,conditional,d-expression,directions/pose-expression-features.md,covered-by-candidate
direction,krea2-lora,conditional,d-pose-composition,directions/pose-expression-features.md,covered-by-candidate
direction,krea2-lora,conditional,d-lighting-color,directions/style-training.md,covered-by-candidate
direction,krea2-lora,conditional,d-scene-domain,directions/scene-domain-migration.md,covered-by-candidate
direction,krea2-lora,conditional,d-utility-correction,directions/utility-correction-lora.md,covered-by-candidate
direction,krea2-lora,conditional,d-multi-concept,directions/multi-concept-training.md,covered-by-candidate
direction,krea2-lora,conditional,d-slider,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,krea2-lora,conditional,d-erasure,directions/slider-erasure-boundaries.md,boundary-not-first-class
direction,krea2-lora,conditional,d-controlnet,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
direction,krea2-lora,conditional,d-textual-inversion,model-families/hidden-and-unsupported-boundaries.md,boundary-unsupported
topic,lumina2-lora-currently-broken,unsupported,t-data-prep,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-caption-tag-trigger,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-regularization,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-resolution-bucket,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-exposure-budget,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-learning-rate,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-optimizer-scheduler,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-rank-alpha,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-cache-precision,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-preview-evaluation,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-checkpoint-selection,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-troubleshooting,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-repro-publishing,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-evidence-rules,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-external-model-reading,,n/a-mode-not-operational
topic,lumina2-lora-currently-broken,unsupported,t-update-channel,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-character,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-style,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-subject-concept,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-object-product,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-clothing,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-visual-feature,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-expression,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-pose-composition,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-lighting-color,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-scene-domain,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-utility-correction,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-multi-concept,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-slider,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-erasure,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-controlnet,,n/a-mode-not-operational
direction,lumina2-lora-currently-broken,unsupported,d-textual-inversion,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-data-prep,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-caption-tag-trigger,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-regularization,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-resolution-bucket,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-exposure-budget,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-learning-rate,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-optimizer-scheduler,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-rank-alpha,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-cache-precision,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-preview-evaluation,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-checkpoint-selection,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-troubleshooting,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-repro-publishing,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-evidence-rules,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-external-model-reading,,n/a-mode-not-operational
topic,flux-finetune-backend-hidden,backend-capable-ui-hidden,t-update-channel,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-character,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-style,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-subject-concept,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-object-product,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-clothing,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-visual-feature,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-expression,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-pose-composition,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-lighting-color,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-scene-domain,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-utility-correction,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-multi-concept,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-slider,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-erasure,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-controlnet,,n/a-mode-not-operational
direction,flux-finetune-backend-hidden,backend-capable-ui-hidden,d-textual-inversion,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-data-prep,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-caption-tag-trigger,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-regularization,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-resolution-bucket,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-exposure-budget,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-learning-rate,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-optimizer-scheduler,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-rank-alpha,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-cache-precision,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-preview-evaluation,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-checkpoint-selection,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-troubleshooting,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-repro-publishing,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-evidence-rules,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-external-model-reading,,n/a-mode-not-operational
topic,sd-lora-basic-legacy,backend-capable-ui-hidden,t-update-channel,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-character,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-style,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-subject-concept,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-object-product,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-clothing,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-visual-feature,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-expression,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-pose-composition,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-lighting-color,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-scene-domain,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-utility-correction,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-multi-concept,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-slider,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-erasure,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-controlnet,,n/a-mode-not-operational
direction,sd-lora-basic-legacy,backend-capable-ui-hidden,d-textual-inversion,,n/a-mode-not-operational
topic,stability-sd3-not-exposed,unsupported,t-data-prep,,n/a-mode-not-operational
topic,stability-sd3-not-exposed,unsupported,t-caption-tag-trigger,,n/a-mode-not-operational
topic,stability-sd3-not-exposed,unsupported,t-regularization,,n/a-mode-not-operational
topic,stability-sd3-not-exposed,unsupported,t-resolution-bucket,,n/a-mode-not-operational
